argv,entry_frame,family,fell,final_dist_m,foot_comp,grid_cols,grid_rows,level_m,n_probes,param,probe,reached,rep,run_utc,skill,steps,swing_lift_mm,swing_lift_sym,t_reached_s
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.094388921857605,on,6,5,0.08,30,skill.STEP_TROT_MAX,step_up_0p08,0,2,2026-08-30T15:18:48Z,TROT,2132,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.041060776214331,on,6,5,0.1,30,skill.STEP_TROT_MAX,step_up_0p10,0,2,2026-08-30T15:18:48Z,TROT,2132,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.416936961501794,on,6,5,0.12,30,skill.STEP_TROT_MAX,step_up_0p12,0,2,2026-08-30T15:18:48Z,TROT,2132,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.207032401085977,on,6,5,0.14,30,skill.STEP_TROT_MAX,step_up_0p14,0,2,2026-08-30T15:18:48Z,TROT,2132,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.412998271761499,on,6,5,0.16,30,skill.STEP_TROT_MAX,step_up_0p16,0,2,2026-08-30T15:18:48Z,TROT,2132,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.37940642997518,on,6,5,0.18,30,skill.STEP_TROT_MAX,step_up_0p18,0,2,2026-08-30T15:18:48Z,TROT,2132,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,2.8816401065654533,on,6,5,0.2,30,skill.STEP_TROT_MAX,step_up_0p20,0,2,2026-08-30T15:18:48Z,TROT,2132,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.404820397210415,on,6,5,0.22,30,skill.STEP_TROT_MAX,step_up_0p22,0,2,2026-08-30T15:18:48Z,TROT,2132,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.095856644958244,on,6,5,0.24,30,skill.STEP_TROT_MAX,step_up_0p24,0,2,2026-08-30T15:18:48Z,TROT,2132,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.1322119112695495,on,6,5,0.26,30,skill.STEP_TROT_MAX,step_up_0p26,0,2,2026-08-30T15:18:48Z,TROT,2132,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,3.805993283666861,on,6,5,0.28,30,skill.STEP_TROT_MAX,step_up_0p28,0,2,2026-08-30T15:18:48Z,TROT,2132,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.134294252491145,on,6,5,0.3,30,skill.STEP_TROT_MAX,step_up_0p30,0,2,2026-08-30T15:18:48Z,TROT,2132,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,14.530524585409516,on,6,5,0.02,30,skill.STEP_WALK_MAX,step_up_0p02,1,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,17.18
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,8.831426762723657,on,6,5,0.04,30,skill.STEP_WALK_MAX,step_up_0p04,0,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,1.5084758929490416,on,6,5,0.06,30,skill.STEP_WALK_MAX,step_up_0p06,0,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,1.5431385066232561,on,6,5,0.08,30,skill.STEP_WALK_MAX,step_up_0p08,0,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,1.5879742562266577,on,6,5,0.1,30,skill.STEP_WALK_MAX,step_up_0p10,0,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,1.6190675917467223,on,6,5,0.12,30,skill.STEP_WALK_MAX,step_up_0p12,0,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,1.6913975789961644,on,6,5,0.14,30,skill.STEP_WALK_MAX,step_up_0p14,0,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,1.6545600888269503,on,6,5,0.16,30,skill.STEP_WALK_MAX,step_up_0p16,0,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,1.703716314428971,on,6,5,0.18,30,skill.STEP_WALK_MAX,step_up_0p18,0,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,1.6991272360631904,on,6,5,0.2,30,skill.STEP_WALK_MAX,step_up_0p20,0,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,1.6443560292075858,on,6,5,0.22,30,skill.STEP_WALK_MAX,step_up_0p22,0,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,1.7994739005744897,on,6,5,0.24,30,skill.STEP_WALK_MAX,step_up_0p24,0,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,1.8104802410052914,on,6,5,0.26,30,skill.STEP_WALK_MAX,step_up_0p26,0,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,9.701508920130914,on,6,5,0.28,30,skill.STEP_WALK_MAX,step_up_0p28,0,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,0,1.351416853604246,on,6,5,0.3,30,skill.STEP_WALK_MAX,step_up_0p30,0,3,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.258493003301442,on,6,5,0.02,30,skill.STEP_TROT_MAX,step_up_0p02,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.252557363931026,on,6,5,0.04,30,skill.STEP_TROT_MAX,step_up_0p04,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.281148344601078,on,6,5,0.06,30,skill.STEP_TROT_MAX,step_up_0p06,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.282603761108473,on,6,5,0.08,30,skill.STEP_TROT_MAX,step_up_0p08,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.271709989062577,on,6,5,0.1,30,skill.STEP_TROT_MAX,step_up_0p10,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.263453264352787,on,6,5,0.12,30,skill.STEP_TROT_MAX,step_up_0p12,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.2509687149088915,on,6,5,0.14,30,skill.STEP_TROT_MAX,step_up_0p14,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.261535524628853,on,6,5,0.16,30,skill.STEP_TROT_MAX,step_up_0p16,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.263720818937709,on,6,5,0.18,30,skill.STEP_TROT_MAX,step_up_0p18,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.2982486375346785,on,6,5,0.2,30,skill.STEP_TROT_MAX,step_up_0p20,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.302510074574765,on,6,5,0.22,30,skill.STEP_TROT_MAX,step_up_0p22,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.254829596355109,on,6,5,0.24,30,skill.STEP_TROT_MAX,step_up_0p24,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.263653116136059,on,6,5,0.26,30,skill.STEP_TROT_MAX,step_up_0p26,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.258187211662557,on,6,5,0.28,30,skill.STEP_TROT_MAX,step_up_0p28,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.247227284264456,on,6,5,0.3,30,skill.STEP_TROT_MAX,step_up_0p30,0,3,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,1.5168476840710172,on,6,5,0.02,30,skill.STEP_WALK_MAX,step_up_0p02,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,2.6085710282343646,on,6,5,0.04,30,skill.STEP_WALK_MAX,step_up_0p04,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,1.7036294211249423,on,6,5,0.06,30,skill.STEP_WALK_MAX,step_up_0p06,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,1.61472363956074,on,6,5,0.08,30,skill.STEP_WALK_MAX,step_up_0p08,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,1.730979347097712,on,6,5,0.1,30,skill.STEP_WALK_MAX,step_up_0p10,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,1.6375849565458953,on,6,5,0.12,30,skill.STEP_WALK_MAX,step_up_0p12,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,1.6116857707946115,on,6,5,0.14,30,skill.STEP_WALK_MAX,step_up_0p14,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,1.7240491333321089,on,6,5,0.16,30,skill.STEP_WALK_MAX,step_up_0p16,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,1.6751176953988292,on,6,5,0.18,30,skill.STEP_WALK_MAX,step_up_0p18,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,1.701414379743993,on,6,5,0.2,30,skill.STEP_WALK_MAX,step_up_0p20,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,1.6579797533986063,on,6,5,0.22,30,skill.STEP_WALK_MAX,step_up_0p22,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,1.8414063578113522,on,6,5,0.24,30,skill.STEP_WALK_MAX,step_up_0p24,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,0,1.613576973271346,on,6,5,0.26,30,skill.STEP_WALK_MAX,step_up_0p26,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,1.8650337840318378,on,6,5,0.28,30,skill.STEP_WALK_MAX,step_up_0p28,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,1.9088825159306404,on,6,5,0.3,30,skill.STEP_WALK_MAX,step_up_0p30,0,4,2026-08-30T15:18:48Z,WALK,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.375131616790406,on,6,5,0.02,30,skill.STEP_TROT_MAX,step_up_0p02,0,4,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.375199043291841,on,6,5,0.04,30,skill.STEP_TROT_MAX,step_up_0p04,0,4,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.361174399214762,on,6,5,0.06,30,skill.STEP_TROT_MAX,step_up_0p06,0,4,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.3945503395941685,on,6,5,0.08,30,skill.STEP_TROT_MAX,step_up_0p08,0,4,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.389829111214673,on,6,5,0.1,30,skill.STEP_TROT_MAX,step_up_0p10,0,4,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.378329830294309,on,6,5,0.12,30,skill.STEP_TROT_MAX,step_up_0p12,0,4,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.373561142052659,on,6,5,0.14,30,skill.STEP_TROT_MAX,step_up_0p14,0,4,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.372482493050651,on,6,5,0.16,30,skill.STEP_TROT_MAX,step_up_0p16,0,4,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.358285390097065,on,6,5,0.18,30,skill.STEP_TROT_MAX,step_up_0p18,0,4,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.412793997606227,on,6,5,0.2,30,skill.STEP_TROT_MAX,step_up_0p20,0,4,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.410072116600462,on,6,5,0.22,30,skill.STEP_TROT_MAX,step_up_0p22,0,4,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 0 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.396454026924582,on,6,5,0.24,30,skill.STEP_TROT_MAX,step_up_0p24,0,4,2026-08-30T15:18:48Z,TROT,2140,0.0,1,nan
